supplier_name,invoice_date,due_date,invoice_number,total_amount,vat,currency_code,ocr_number,message,bank_giro,is_fake
Unophase,1992-03-05,1992-04-04,48,133280,26656,SEK,7301401069344,Driving glorious bang grain awesome,4878-7709,False
Bamtechnology,2005-02-07,2005-03-09,85,72055,14411,SEK,5311269665770,Yoke greedy worm man mark payment,1830-1010,False
Toys and Stuff,1994-07-31,1994-08-30,100,4728,945,SEK,0659204474582,Scattered,5403-2370,False
bamhow,2006-06-20,2006-07-20,148,47722,9544,SEK,2814543434270,Effect useful omniscient truthful,4994-4531,False
tankix,2014-06-26,2014-07-26,46,159857,31971,SEK,6692347863902,Cake responsible test idiotic son,3957-4249,False
GotteButiken.nu,2006-08-31,2006-09-30,126,51812,10362,SEK,4283057653345,Glove luxuriant bikes rare floor,4704-4664,False
pyrolith,1995-11-02,1995-12-02,30,81980,16396,SEK,8993602661405,Tough cheap actor condemned,6747-2233,False
Pelles Pizza,2014-07-12,2014-08-11,70,67456,13491,SEK,4177223794845,Page hand sense illustrious late,2130-5321,False
Blå Boden,1995-10-01,1995-10-31,161,6157,1231,SEK,5999852672342,Inject,7301-1520,False
Faxquote,2009-02-08,2009-03-10,54,82677,16535,SEK,8755064977383,Growth mixed,1182-5817,False
stimdexon,2009-03-24,2009-04-23,145,69675,13935,SEK,8737544311268,Adaptable passenger neighborly serve,4614-9134,False
EAcee,2015-12-13,2016-01-12,124,35156,7031,SEK,0017572146623,Voyage,5561-2261,False
dongdexon,1997-08-27,1997-09-26,37,79586,15917,SEK,3947116485714,Vein,7596-4395,False
Cityelectronics,1996-07-11,1996-08-10,122,99862,19972,SEK,8808071075228,Messy alleged,1790-1315,False
EAcee,2011-03-09,2011-04-08,66,74714,14942,SEK,2193045882843,Play utter stereotyped,5561-2261,False
Planetbam,2012-10-17,2012-11-16,43,147958,29591,SEK,3364784412352,Decisive shop box unequaled hard-to-find,5423-3150,False
Iszataxon,2004-07-28,2004-08-27,68,113089,22617,SEK,7925144710846,House acidic sisters yarn heady aromatic cobweb,2687-7910,False
HMD,2026-06-16,2026-07-16,184,154825,30965,SEK,3341175784193,Reign,6664-8304,False
Faxquote,2008-10-11,2008-11-10,50,77472,15494,SEK,9606601085926,Delay anger print,1182-5817,False
Funholdings,1988-12-23,1989-01-22,95,81859,16371,SEK,9436059117587,Society step grape torpid,4197-1649,False
MEDinix,2017-10-03,2017-11-02,246,46027,9205,SEK,2702731587407,Risk fasten unused,6265-8059,False
Unophase,1990-09-12,1990-10-12,30,150365,30073,SEK,0458527826119,Way heat breathe,4878-7709,False
Toys and Stuff,1986-12-10,1987-01-09,7,5200,1040,SEK,9427185694730,Ruthless ablaze greasy,5403-2370,False
pyrolith,1999-10-12,1999-11-11,78,37639,7527,SEK,9507430144928,Victorious guarantee pigs ants skillful unfasten amuck important,6747-2233,False
Trisgreen,1987-06-03,1987-07-03,88,63925,12785,SEK,2964129458175,Gun level,1323-3820,False
Gerdas Gardin Sax och Lax,2009-02-20,2009-03-22,23,55239,11047,SEK,0263730129933,Trite,2090-3571,False
Iszataxon,2002-04-10,2002-05-10,40,112192,22438,SEK,7209659814842,Approve greasy march spectacular ashamed luxuriant,2687-7910,False
GotteButiken.nu,2003-02-18,2003-03-20,83,48977,9795,SEK,0339411792981,Moor spell,4704-4664,False
Fintexon,2007-11-01,2007-12-01,153,127978,25595,SEK,2911647479985,Save groovy snore partner sack damaged,1082-8176,False
Buttler.ai,1999-07-15,1999-08-14,42,68871,13774,SEK,9690525384029,Threatening super unnatural wriggle mourn expert obtainable teeny-tiny,7383-9359,False
Fintexon,2008-01-30,2008-02-29,156,97191,19438,SEK,1293049064223,Standing illustrious,1082-8176,False
GotteButiken.nu,1998-11-11,1998-12-11,31,44457,8891,SEK,9718986880282,Taste cracker bulb,4704-4664,False
Triszamfan,2016-04-26,2016-05-26,112,101674,20334,SEK,4689538426012,Flashy tug,5884-3566,False
HMD,2027-09-09,2027-10-09,199,159548,31909,SEK,3279599802185,Need creepy stay,6664-8304,False
geonti,2032-03-15,2032-04-14,263,104917,20983,SEK,1925064289116,Famous,5643-6496,False
Fintechnology,1988-10-02,1988-11-01,26,53092,10618,SEK,9325438856140,Hope adjustment threatening flap allow waste,6655-8131,False
bamhow,2004-02-01,2004-03-02,119,76913,15382,SEK,2353815111597,Brake home adjustment reject,4994-4531,False
Trisgreen,1991-01-13,1991-02-12,132,70077,14015,SEK,2900867590332,High-pitched,1323-3820,False
Lamtrans,1997-03-09,1997-04-08,19,45389,9077,SEK,6210979347639,Wave bit,4625-7937,False
Vapor Invoicing,1985-08-10,1985-09-09,65,13826,2765,SEK,8083688798030,Shirt cabbage fluttering retire advertisement boring thumb rail,5304-3816,False
Avamm,1996-11-18,1996-12-18,106,77071,15414,SEK,6716497973813,Telling crooked harbor wax,7223-8843,False
Ganzbiolam,1999-05-13,1999-06-12,46,56791,11358,SEK,5065050152956,Lonely steel disastrous deserted correct dolls puny,4625-4918,True
Ganzbiolam,2005-05-11,2005-06-10,119,51157,10231,SEK,4951270603921,Science ratty adhesive superficial yak party name thankful,4625-4918,False
Toys and Stuff,1992-11-08,1992-12-08,79,6912,1382,SEK,7230344130907,Parsimonious mammoth gruesome wandering circle tongue,5403-2370,False
dElia,2020-06-23,2020-07-23,82,86895,17379,SEK,9194818806087,Scrub well-off week rhyme highfalutin glamorous long tiny,4805-5313,False
All You Need - Construction,2001-05-16,2001-06-15,192,12966,2593,SEK,3750774796707,Trite whistle horn quill,1513-3077,False
dElia,2026-01-23,2026-02-22,150,98218,19643,SEK,0486293169646,Slip thinkable dry warn observant flower twist,4805-5313,False
stimdexon,2009-01-23,2009-02-22,143,68974,13794,SEK,1506019331888,Rinse sulky tray embarrassed perform,4614-9134,False
bamhow,2003-01-07,2003-02-06,106,57053,11410,SEK,7057715120559,Grotesque high-pitched division,4994-4531,False
Cleaning you!,2001-01-28,2001-02-27,177,94264,18852,SEK,3776520929268,Panoramic well-off tasteless sister stamp,5730-7621,False
Icedexon,2027-10-20,2027-11-19,268,104203,20840,SEK,4853801650464,Crack camp flow lamp,6880-6397,True
Fintechnology,1988-12-31,1989-01-30,29,45848,9169,SEK,6866473884870,Whip cellar shirt changeable stereotyped murder,6655-8131,False
app.thing,1990-09-13,1990-10-13,12,46860,9372,SEK,9721302022779,Trot crowd,6776-6428,False
All You Need - Construction,1994-09-20,1994-10-20,111,29650,5930,SEK,6668157121227,Crash dark paint tasteless afternoon wealthy pat,1513-3077,False
Fintechnology,1986-11-12,1986-12-12,3,44814,8962,SEK,1563887263487,Memorise winter unknown,6655-8131,False
Labhouse,1992-10-21,1992-11-20,51,94692,18938,SEK,7811921785278,Mighty jaded nerve eggs nutty whine tacit wilderness,7903-2975,False
Nicklas Nyckel & Cykel,2005-03-14,2005-04-13,240,105891,21178,SEK,3992471717913,Inject,1523-7167,False
Målarstugan,2015-03-27,2015-04-26,139,72100,14420,SEK,0734841708575,Field brother pass planes cheerful ship frogs,2673-2214,False
Blå Boden,1988-03-11,1988-04-10,69,15927,3185,SEK,2045105489630,Juggle ball deep colour gold cows angle,7301-1520,False
O - tinzap,2015-04-04,2015-05-04,124,104669,20933,SEK,1902563649991,Aberrant bear cabbage flippant,5834-8517,False
geonti,2031-07-19,2031-08-18,255,89818,17963,SEK,6490659889692,Report flowers gaze trade furtive trip acid accessible,5643-6496,False
Konkity,2015-06-27,2015-07-27,25,29114,5822,SEK,1502130674124,Cabbage rate delirious way handle majestic,2160-2248,False
Sälj Toppen,2024-05-20,2024-06-19,216,85696,17139,SEK,0012488568556,Smell smell move,2199-6152,False
Icedexon,2021-05-24,2021-06-23,190,114925,22985,SEK,8042309303323,Curvy,6880-6397,False
O - tinzap,2019-11-09,2019-12-09,180,104967,20993,SEK,0060442204495,Round silent pie,5834-8517,False
Fintechnology,1996-11-19,1996-12-19,125,45989,9197,SEK,4754254385972,Adjustment acidic carriage outstanding shave stimulating adamant lucky,6655-8131,False
EAcee,2010-04-13,2010-05-13,55,77307,15461,SEK,4937152143524,Superficial unsuitable expand spray flawless tickle rice wiggly,5561-2261,False
Volzim,2012-05-19,2012-06-18,154,78303,15660,SEK,7193561759206,Instinctive,6128-9344,False
latech,2008-08-01,2008-08-31,6,53218,10643,SEK,2604763697031,Milky eggnog vanish ocean poke sound key,4539-3956,False
Guadtrans,2014-10-24,2014-11-23,38,150107,30021,SEK,8206555775365,Educated cruel peep well-groomed clean steep defective,6139-2023,False
Cityelectronics,1990-08-12,1990-09-11,50,116063,23212,SEK,0756442219165,Deer matter itch lush notebook suck zealous deranged,1790-1315,False
geonti,2014-04-19,2014-05-19,45,93746,18749,SEK,8519678457624,Hurry tranquil friends zoom hunt,5643-6496,False
Guadtrans,2022-11-11,2022-12-11,136,84661,16932,SEK,6259386700708,Fat hook fear use stay unadvised harmony,3198-8876,True
U - code,2010-03-09,2010-04-08,143,118505,23701,SEK,8795557230536,Bawdy edge copy memory real,4297-6159,False
Skogstollens Media,2001-01-11,2001-02-10,67,119541,23908,SEK,7275040669385,Dad hungry snore knife deserve lamp colour intelligent,2753-6556,False
Management Consultant Shop,2002-03-19,2002-04-18,144,106931,21386,SEK,5155000215621,Gun tug meal contain apparel,6560-7251,False
Labhouse,1991-11-26,1991-12-26,40,91342,18268,SEK,8973504079054,Anger borrow button black soggy toothsome needy,7903-2975,False
Nicklas Nyckel & Cykel,2001-05-04,2001-06-03,193,121173,24234,SEK,8656260210688,Subsequent stamp squash apologise quiver absorbed error,1523-7167,False
Icedexon,2009-10-24,2009-11-23,49,102664,20532,SEK,3251461434314,Pack hose gifted man snatch female cake donkey,6880-6397,False
Labhouse,1995-05-09,1995-06-08,82,98623,19724,SEK,1906497680998,Money zesty maid enchanted two shut puffy,7903-2975,False
Fintechnology,2001-05-27,2001-06-26,180,51760,10352,SEK,6408460595993,Seat wrathful,6655-8131,False
Management Consultant Shop,2001-12-19,2002-01-18,141,116498,23299,EUR,7093123700310,Skin,6560-7251,True
Soltech,2009-09-21,2009-10-21,213,81849,16369,SEK,4152580913254,Capricious,5299-5164,False
Invoicing Bit,2012-06-15,2012-07-15,18,102405,20481,SEK,3832917488903,Watch fanatical boast note spade,4466-9190,False
Fixviahow,2005-08-31,2005-09-30,28,36474,7294,SEK,7302885850092,Wakeful high observation suspend legs,5071-6349,False
Nicklas Nyckel & Cykel,1996-09-27,1996-10-27,137,99405,19881,SEK,7103964624667,Lake deceive loutish son cat,1523-7167,False
Toys and Stuff,1996-11-17,1996-12-17,128,6005,1201,SEK,9074013771650,Support possible deeply,5403-2370,False
HMD,2022-07-07,2022-08-06,136,138817,27763,SEK,8745621463829,Grateful nest territory illustrious adventurous glistening,6664-8304,False
Subbam,1993-02-27,1993-03-29,105,68004,13600,SEK,7161269840735,Tame thunder busy,3105-6583,False
Målarstugan,2009-01-27,2009-02-26,64,43427,8685,SEK,9589906318608,Back grape vest boast bathe bashful acoustics account,2673-2214,False
Triszamfan,2009-12-29,2010-01-28,35,127243,25448,SEK,8852630928055,Gruesome proud lucky bag crowd,5884-3566,False
dongdexon,2000-03-14,2000-04-13,68,97224,19444,SEK,4580436013632,Challenge oil trains ten,7596-4395,False
Sälj Toppen,2016-07-01,2016-07-31,120,74041,14808,SEK,1735492106257,Language,2199-6152,False
haytom,2010-11-17,2010-12-17,61,146795,29359,SEK,5387464449665,Sedate land trains,5669-6982,False
Tonlatline,2013-07-10,2013-08-09,120,120654,24130,SEK,6139958578445,Expansion mother fancy spiteful wood grateful load rub,3626-3952,False
Dev Invoicing,2007-06-26,2007-07-26,77,77017,15403,SEK,7811600787843,Solid potato great daughter,1256-4209,False
MonkeyFood & CO,2014-04-02,2014-05-02,135,62473,12494,SEK,4453677449677,Rain messy underwear toothpaste mend reason fowl,2053-2305,False
Klasses,2000-09-21,2000-10-21,80,91548,18309,SEK,7298906869451,Snails,7900-6854,False
Subbam,2000-11-17,2000-12-17,199,81787,16357,SEK,5961162496325,Religion cat pull hop spray flowery,3105-6583,False
U - code,2003-07-14,2003-08-13,62,103226,20645,SEK,1759817896707,Bruise correct prefer scream form,4297-6159,False
Klasses,1995-08-19,1995-09-18,18,98649,19729,SEK,2267039720589,Committee painstaking insurance melodic thumb depressed examine,7900-6854,False
All You Need - Construction,2001-09-13,2001-10-13,196,30909,6181,SEK,5245925294742,Long twist obsequious natural juice,1513-3077,False
Labhouse,1997-01-28,1997-02-27,103,100704,20140,SEK,7174835188562,Look unusual hook coal loss tearful vulgar,7903-2975,False
Konbetam,2017-07-28,2017-08-27,86,23946,4789,SEK,0586179335367,Territory overrated uninterested airport,7277-9556,False
Goldin,2000-07-30,2000-08-29,115,109914,21982,SEK,7383151569905,Hateful place,3689-1927,False
Lambam,2011-05-22,2011-06-21,13,43012,8602,SEK,0664440405465,Thundering,7145-9697,False
Ventotam,1993-06-09,1993-07-09,2,42909,8581,SEK,6927073201798,Merciful cactus sleepy stale separate spill,5587-8078,False
voova,2007-08-17,2007-09-16,20,39807,7961,SEK,3217100926580,Dusty malicious lumpy balance airplane,3803-9632,False
Hyper Laser Printer Studio,1998-02-09,1998-03-11,189,15570,3114,SEK,3089811711787,Bouncy,5554-1742,False
haytom,2009-08-24,2009-09-23,46,103260,20652,SEK,7085533325530,Thaw hissing adjustment attract slap name dolls acid,5669-6982,False
Tonlatline,2008-12-03,2009-01-02,64,79888,15977,SEK,3125209729070,Awake marvelous rat,1608-3560,True
zummaity,2014-12-28,2015-01-27,44,22775,4555,SEK,4623521268586,Gratis snake error skate juvenile downtown nerve,4852-8616,False
Cleaning you!,1990-06-25,1990-07-25,48,73677,14735,SEK,4991780708950,Acoustic hate beef,5730-7621,False
Ganzbiolam,2005-12-07,2006-01-06,126,26910,5382,SEK,1891191918201,Untidy tick,4625-4918,False
MEDinix,2004-07-13,2004-08-12,85,46890,9378,SEK,5626863093115,Sore draconian animated,6265-8059,False
Cogideo,1988-05-04,1988-06-03,93,93736,18747,SEK,4930610965489,Deep,1846-5740,False
Cleaning you!,2000-03-04,2000-04-03,166,93892,18778,SEK,7006772742680,Abnormal guiltless occur stupid,5730-7621,False
Faxquote,2006-07-24,2006-08-23,23,79345,15869,SEK,9932882743318,Price deserted shocking wiry cook writing,1182-5817,False
Vaiajob,2024-03-04,2024-04-03,121,87574,17514,SEK,7165138224872,Dynamic,7973-7110,False
Unophase,1993-12-25,1994-01-24,70,133045,26609,SEK,8395444521369,Wrestle handsomely absent penitent,3766-6971,True
Sälj Toppen,2014-01-13,2014-02-12,90,78197,15639,SEK,3860105096915,Fact ubiquitous sniff nut scorch,2199-6152,False
GotteButiken.nu,2013-10-23,2013-11-22,213,47656,9531,SEK,3818701467096,Zoom handsomely ducks baby wing mom key scattered,4704-4664,False
EAcee,2009-09-15,2009-10-15,48,30403,6080,SEK,8445289554668,Pale,5561-2261,False
pyrolith,2005-10-10,2005-11-09,151,28186,5637,SEK,7842808225286,Dapper,6747-2233,False
Cleaning you!,1992-10-12,1992-11-11,76,80745,16149,SEK,3550254143515,Hot mailbox veil,5730-7621,False
Målarstugan,2004-08-21,2004-09-20,10,60374,12074,SEK,4000701673523,Unit allow,2673-2214,False
Icedexon,2010-06-21,2010-07-21,57,123439,24687,SEK,3572602920220,Cart dispensable gusty phone venomous treatment,6880-6397,False
Bamtechnology,2003-08-17,2003-09-16,67,74446,14889,SEK,2850159379375,Bake rob,1830-1010,False
MEDinix,2014-11-18,2014-12-18,211,46694,9338,SEK,8091449770115,Sick,6265-8059,False
Gerdas Gardin Sax och Lax,2010-07-15,2010-08-14,40,55416,11083,SEK,8525746008497,Thirsty lackadaisical yam continue,2090-3571,False
Tonlatline,2016-03-26,2016-04-25,153,87389,17477,SEK,1342200033020,Offbeat colour sip scary story cry,3626-3952,False
MEDinix,2002-03-26,2002-04-25,57,47798,9559,SEK,3202737881234,Dock high abject cable rustic crayon,6265-8059,False
Avamm,1990-07-23,1990-08-22,29,84958,16991,SEK,3265475446304,Icy famous robust,7223-8843,False
Avamm,1998-03-13,1998-04-12,122,69146,13829,SEK,5996025356951,Faulty,7223-8843,False
Cityelectronics,1992-08-01,1992-08-31,74,102203,20440,SEK,5595526737246,Internal bulb earthy shy busy book please discreet,1790-1315,False
HMD,2016-04-09,2016-05-09,60,110134,22026,SEK,3769529890946,Dream peck nest confess,6664-8304,False
Ventotam,1993-04-10,1993-05-10,0,37310,7462,SEK,4173655956366,Fluffy tumble deranged tire cooperative,5587-8078,False
Soltech,2008-04-29,2008-05-29,196,74722,14944,SEK,4039800378402,Existence,5299-5164,False
Lambam,2022-01-24,2022-02-23,143,72586,14517,SEK,9372186980185,Shelter soak scientific,7145-9697,False
Lambam,2019-08-08,2019-09-07,113,87058,17411,SEK,2963857524380,Fence,7145-9697,False
Pelles Pizza,2014-08-11,2014-09-10,71,65872,13174,SEK,5251955091818,Somber obsolete metal historical,2130-5321,False
bamhow,1996-07-12,1996-08-11,27,67694,13538,SEK,4342597348509,Lewd snore pathetic children torpid bubble hand tickle,4994-4531,False
Fintechnology,2001-08-25,2001-09-24,183,57988,11597,SEK,0075851393621,Fancy possess,6655-8131,False
app.thing,1995-06-19,1995-07-19,70,73262,14652,SEK,1216856900551,Gentle play shaky development,6776-6428,False
Hexstreet,1999-12-05,2000-01-04,22,50124,10024,SEK,6403368756953,Snow dog disarm mess up trip picayune,2029-8188,False
Cafféet,2010-05-31,2010-06-30,42,65495,13099,SEK,3808308411506,Wine home fit snatch flowery,4139-2648,False
Gerdas Gardin Sax och Lax,2021-01-18,2021-02-17,168,55337,11067,SEK,4280287202562,Smoggy bait cabbage piquant female,2090-3571,False
Management Consultant Shop,1997-08-12,1997-09-11,88,107269,21453,SEK,4439801163367,Knowing slip,6560-7251,False
Cogideo,1991-09-16,1991-10-16,134,54212,10842,SEK,8940315334432,Land abject hushed,1846-5740,False
Zotity,2000-12-06,2001-01-05,59,97185,19437,SEK,2075019597145,Observation,7048-3508,False
app.thing,1993-03-31,1993-04-30,43,53449,10689,SEK,8154637437887,Number instinctive governor awesome cough house unknown pin,6776-6428,False
Subbam,1985-10-07,1985-11-06,15,72683,14536,SEK,2509339753046,Husky shame,3105-6583,False
Asfalt och Betong,2016-02-26,2016-03-27,191,75985,15197,SEK,9526110396574,Theory fragile,1445-1819,False
U - code,2002-02-19,2002-03-21,45,99974,19994,SEK,0788357419506,Awesome step watch tremble guess,4297-6159,False
Cogideo,1985-12-16,1986-01-15,64,67124,13424,SEK,1571645157149,Ethereal yawn upset polite,1846-5740,False
Zotity,2001-03-06,2001-04-05,62,51478,10295,SEK,7993690555866,Gate thing retire receptive believe slip concerned wrong,7048-3508,False
Iszataxon,2000-01-21,2000-02-20,13,63600,12720,SEK,5713840220100,Sleepy quickest ants scarf riddle milk nonchalant,2687-7910,False
Subbam,1990-10-11,1990-11-10,76,71458,14291,SEK,0273210601269,Careful vulgar,3105-6583,False
Fintexon,2006-07-09,2006-08-08,137,118329,23665,SEK,6105409424679,Acoustic gullible mountainous hurt many,1082-8176,False
geonti,2024-05-26,2024-06-25,168,90090,18018,SEK,5238425494698,Obtain alert annoy spiteful rightful cluttered dogs,5643-6496,False
Vaiajob,2015-03-22,2015-04-21,12,60389,12077,SEK,9461680928210,Rub functional,7973-7110,False
Prombee,1996-06-25,1996-07-25,66,73036,14607,SEK,5266467972768,Cast deer,4183-6099,False
Cityelectronics,1996-06-11,1996-07-11,121,141798,28359,SEK,4073721951252,Thick skirt,1790-1315,False
bamhow,2003-07-06,2003-08-05,112,58317,11663,SEK,6359472007669,Ducks smash stuff anger pause,4994-4531,False
Cogideo,1981-02-10,1981-03-12,5,53717,10743,SEK,2458528047283,Ice reminiscent mix hammer,1846-5740,False
Sälj Toppen,2023-08-24,2023-09-23,207,89548,17909,SEK,3718102514142,Helpless long scare gentle place thaw,2199-6152,False
Cleaning you!,1998-06-13,1998-07-13,145,69711,13942,SEK,8889911937306,Adjustment squeamish bubble,5730-7621,False
geonti,2025-02-20,2025-03-22,177,94175,18835,SEK,5215098970659,Clean sweet second-hand sign wide-eyed,5643-6496,False
Tonlatline,2018-01-15,2018-02-14,175,114538,22907,SEK,8673700894195,Upset noise annoyed raise uttermost look,6491-9293,True
Icedexon,2023-03-15,2023-04-14,212,93339,18667,SEK,3219998009594,Practise succinct fresh,6880-6397,False
Vaiajob,2017-11-06,2017-12-06,44,23590,4718,SEK,4577644057138,Truculent nauseating helpless fluffy barbarous quarter thirsty screw,7973-7110,False
Tonlatline,2013-04-11,2013-05-11,117,106858,21371,SEK,8924880557585,Plant shiver,3626-3952,False
latech,2008-08-31,2008-09-30,7,62893,12578,SEK,5262399089821,Capricious cake finger announce last mellow,4539-3956,False
geonti,2029-08-28,2029-09-27,232,96424,19284,SEK,5972950787874,Deafening delirious fetch,5643-6496,False
Skogstollens Media,2003-01-31,2003-03-02,92,102221,20444,SEK,0359635681703,Attach worried wobble store jazzy bake,2753-6556,False
zummaity,2013-11-03,2013-12-03,30,20828,4165,SEK,4300639882869,Furtive heal curly mean utopian proud,4852-8616,False
Skogstollens Media,2001-04-11,2001-05-11,70,107135,21427,SEK,0388801680751,Offend awake glass baby limit scandalous smooth,2753-6556,False
geonti,2012-03-30,2012-04-29,20,93567,18713,SEK,3655462520006,Glib ubiquitous lovely serious wing,5643-6496,False
Asfalt och Betong,2002-02-09,2002-03-11,20,94656,18931,SEK,7696654313400,Tedious,1445-1819,False
Trisgreen,1985-12-10,1986-01-09,70,84590,16918,SEK,8385147790668,Desire red suspend hanging can,1323-3820,False
Cityelectronics,1988-06-23,1988-07-23,24,117927,23585,SEK,7798003264050,Ruin efficacious classy unequaled hammer scientific key,1790-1315,False
stimdexon,2013-07-31,2013-08-30,198,68824,13764,SEK,8962981955472,High-pitched dispensable deserve answer steady group,4614-9134,False
Condoncare,2009-10-05,2009-11-04,16,85489,17097,SEK,9343215727764,Nervous jeans,7853-5747,False
Sälj Toppen,2012-04-23,2012-05-23,69,84566,16913,SEK,6968303227476,Shoes,2199-6152,False
Zotity,2001-04-05,2001-05-05,63,40610,8122,SEK,1279984178649,Learned paint average measly available boot stove,7048-3508,False
Tonlatline,2004-05-28,2004-06-27,9,112586,22517,SEK,1814403033312,Sip peck clumsy engine square,3626-3952,False
Sommarkollot,2022-03-06,2022-04-05,244,74831,14966,SEK,3134378993194,Guide receipt uppity chicken extra-large slope yard,3570-1150,False
Management Consultant Shop,1991-11-12,1991-12-12,18,112550,22510,SEK,3275647616205,Apathetic dramatic employ fall whirl sweltering,6560-7251,False
Vaiajob,2018-04-05,2018-05-05,49,53017,10603,SEK,0919212903950,Radiate hope,7973-7110,False
O - tinzap,2008-09-07,2008-10-07,44,126932,25386,SEK,2966788642585,Pest end stage sulky match towering royal clear,5834-8517,False
Trisgreen,1982-12-26,1983-01-25,34,76041,15208,SEK,4237911297012,Rejoice zebra romantic writer interfere rate,1323-3820,False
Soltech,2011-11-10,2011-12-10,239,87534,17506,SEK,5510440458647,Umbrella yawn substance repair,5299-5164,False
Soltech,1992-06-22,1992-07-22,3,76358,15271,SEK,2318059043574,Analyse,5299-5164,False
Blå Boden,1984-08-29,1984-09-28,26,19231,3846,SEK,7290873930077,Knife women grin frog,7301-1520,False
GUBA,2014-09-02,2014-10-02,48,117696,23539,SEK,2025324532519,Hollow zoo blink books yam,6232-4322,False
Asfalt och Betong,2009-08-01,2009-08-31,111,93312,18662,SEK,0637333187978,Second mere adjoining rush chemical amazing shelter,1445-1819,False
Ventotam,1998-12-10,1999-01-09,69,41879,8375,SEK,4747992923906,Painstaking language scandalous move,5587-8078,False
Condoncare,2014-05-12,2014-06-11,72,67335,13467,SEK,1552455361740,Rain grouchy return,7853-5747,False
dongdexon,1995-10-07,1995-11-06,14,146399,29279,SEK,6691248252819,Scent supply shape crowded recess beg,7596-4395,False
Blå Boden,1987-01-16,1987-02-15,55,73100,14620,SEK,1165463539551,Obey hilarious alert,7301-1520,False
MEDinix,2013-08-25,2013-09-24,196,45889,9177,SEK,4934977700612,Pen march,6265-8059,False
Anace,2002-07-03,2002-08-02,25,117269,23453,SEK,3806408060371,Undesirable frequent undress iron great stage women wing,5032-2213,False
Codetone,1997-03-26,1997-04-25,74,94692,18938,SEK,7518149957064,Reason youthful lake competition scientific disillusioned,2288-8606,False
HMD,2023-10-30,2023-11-29,152,76501,15300,SEK,3350855239949,Steep bite-sized scream pie ocean mend alert lopsided,6664-8304,False
Cafféet,2007-11-13,2007-12-13,11,66921,13384,SEK,5452350777106,Staking caring arrest,4139-2648,False
HMD,2017-04-04,2017-05-04,72,121112,24222,SEK,7074523998126,Exultant,6664-8304,False
Konbetam,2020-03-14,2020-04-13,118,45232,9046,SEK,2027949945712,Gather superb sheet,7277-9556,False
Buttler.ai,2006-05-09,2006-06-08,125,63598,12719,SEK,8895411444131,Man,7383-9359,False
Oyocy,1992-10-19,1992-11-18,3,50404,10080,SEK,4333694908188,Boot aftermath mountain,6146-6876,False
Volzim,2012-02-19,2012-03-20,151,108961,21792,SEK,4269198936954,Abundant,6128-9344,False
Fintechnology,2003-11-13,2003-12-13,210,43981,8796,SEK,0813570070413,Error sisters unlock helpful rat lyrical jeans somber,6655-8131,False
Klasses,1999-11-26,1999-12-26,70,55428,11085,SEK,6970772156699,Unsuitable strange trot effect,7900-6854,False
Codetone,1996-09-27,1996-10-27,68,69314,13862,SEK,8718512506246,Physical stove receptive,2288-8606,False
Lambam,2015-10-28,2015-11-27,67,69959,13991,SEK,0299229206790,Mourn room equal rescue truck,7145-9697,False
U - code,2008-09-15,2008-10-15,125,84783,16956,SEK,0219837125547,Practise gullible,4297-6159,False
dongdexon,1999-05-19,1999-06-18,58,76409,15281,SEK,3844729859106,Rain stomach note,7596-4395,False
Goldin,2001-09-23,2001-10-23,129,106059,21211,SEK,1537715049110,Blind smoggy,4483-8712,True
Y - corporation,2001-03-19,2001-04-18,33,105158,21031,SEK,3630923066923,Dull ship wing bang memory,1597-6707,False
Gerdas Gardin Sax och Lax,2021-12-14,2022-01-13,179,55265,11053,SEK,7452045994122,Want approval destroy nervous knowledgeable acidic prepare,2090-3571,False
Trisgreen,1982-06-29,1982-07-29,28,75019,15003,SEK,6028705777816,Route dust,1323-3820,False
Subbam,1991-03-10,1991-04-09,81,64208,12841,SEK,9319174250469,Next applaud pest,3105-6583,False
Sommarkollot,2016-08-04,2016-09-03,176,66084,13216,SEK,1627250836342,Serve pull crow tasteless well-to-do tail earthquake,3570-1150,False
Buttler.ai,2002-10-27,2002-11-26,82,64130,12826,SEK,7854521192636,Bit jam,7383-9359,False
Klasses,1998-06-04,1998-07-04,52,112708,22541,SEK,9058144462552,Exclusive coil sugar conscious useful educate continue,7900-6854,False
stimdexon,2013-03-03,2013-04-02,193,68532,13706,SEK,0098810667554,Bang preach rake hand,4614-9134,False
Nicklas Nyckel & Cykel,1993-07-15,1993-08-14,98,145323,29064,SEK,3347551215355,Plastic drip worthless fast silky,1523-7167,False
O - tinzap,2008-12-06,2009-01-05,47,129312,25862,SEK,3470363077845,Airplane huge squealing,5834-8517,False
Zotity,2002-08-28,2002-09-27,80,104767,20953,SEK,5631143951801,Three repair basket quack wilderness cause general elfin,7048-3508,False
Avamm,1989-12-25,1990-01-24,22,83424,16684,SEK,7898386040299,Egg gleaming yell chance gray,7223-8843,False
GUBA,2019-01-09,2019-02-08,101,112458,22491,SEK,5650749285307,Incompetent lick cycle turn tart dust juicy political,6232-4322,False
Målarstugan,2014-08-29,2014-09-28,132,15047,3009,SEK,7256529390024,Welcome reflect deceive birth upset dramatic watch,2673-2214,False
GUBA,2020-09-30,2020-10-30,122,95863,19172,SEK,9285984141596,Long,6232-4322,False
